,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
2324,Wednesday,2014,kincardine,the kincardine independent,the kincardine independent,2369.0,london publishing corporation
2325,Wednesday,2015,kincardine,the kincardine independent,the kincardine independent,2185.0,london publishing corporation
2326,Wednesday,2016,kincardine,the kincardine independent,the kincardine independent,1988.0,london publishing corporation
2327,Wednesday,2017,kincardine,the kincardine independent,the kincardine independent,1749.0,london publishing corporation
2328,Wednesday,2018,kincardine,the kincardine independent,the kincardine independent,1666.0,london publishing corporation
2329,Wednesday,2019,kincardine,the kincardine independent,the kincardine independent,1500.0,london publishing corporation
2330,Tuesday,2013,lanark%20highlands&lanark,the lanark era,the lanark era,1065.0,the new lanark era inc.
2331,Tuesday,2014,lanark%20highlands&lanark,the lanark era,the lanark era,1006.0,the new lanark era inc.
2332,Tuesday,2015,lanark%20highlands&lanark,the lanark era,the lanark era,964.0,the new lanark era inc.
2333,Tuesday,2016,lanark%20highlands&lanark,the lanark era,the lanark era,978.0,the new lanark era inc.
2334,Tuesday,2017,lanark%20highlands&lanark,the lanark era,the lanark era,915.0,the new lanark era inc.
2335,Tuesday,2018,lanark%20highlands&lanark,the lanark era,the lanark era,874.0,the new lanark era inc.
2336,Tuesday,2019,lanark%20highlands&lanark,the lanark era,the lanark era,888.0,the new lanark era inc.
2360,Friday,2013,lindsay,the lindsay post,the lindsay post,19677.0,sun media corporation
2361,Tuesday,2013,lindsay,the lindsay post,the lindsay post,1872.0,sun media corporation
2369,Thursday,2014,meaford,the meaford independent,the meaford independent,1500.0,tmi publications inc.
2370,Thursday,2015,meaford,the meaford independent,the meaford independent,,tmi publications inc.
2371,Thursday,2016,meaford,the meaford independent,the meaford independent,,tmi publications inc.
2372,Thursday,2017,meaford,the meaford independent,the meaford independent,,tmi publications inc.
2373,Thursday,2018,meaford,the meaford independent,the meaford independent,,tmi publications inc.
2374,Thursday,2019,meaford,the meaford independent,the meaford independent,,tmi publications inc.
2438,Wednesday,2013,tweed,the tweed news,the tweed news,956.0,tweed news publishing co. ltd.
2439,Wednesday,2014,tweed,the tweed news,the tweed news,882.0,tweed news publishing co. ltd.
2440,Wednesday,2015,tweed,the tweed news,the tweed news,838.0,tweed news publishing co. ltd.
2441,Wednesday,2016,tweed,the tweed news,the tweed news,,tweed news publishing co. ltd.
2442,Wednesday,2017,tweed,the tweed news,the tweed news,821.0,tweed news publishing co. ltd.
2443,Wednesday,2018,tweed,the tweed news,the tweed news,822.0,tweed news publishing co. ltd.
2444,Wednesday,2019,tweed,the tweed news,the tweed news,803.0,tweed news publishing co. ltd.
2445,Thursday,2014,uxbridge,the uxbridge cosmos,the uxbridge cosmos,8850.0,cosmos media inc.
2446,Thursday,2015,uxbridge,the uxbridge cosmos,the uxbridge cosmos,,cosmos media inc.
2447,Thursday,2016,uxbridge,the uxbridge cosmos,the uxbridge cosmos,,cosmos media inc.
2448,Thursday,2017,uxbridge,the uxbridge cosmos,the uxbridge cosmos,,cosmos media inc.
2449,Thursday,2018,uxbridge,the uxbridge cosmos,the uxbridge cosmos,,cosmos media inc.
2450,Thursday,2019,uxbridge,the uxbridge cosmos,the uxbridge cosmos,,cosmos media inc.
1354,Wednesday,2013,thessalon,north shore sentinel,thessalon north shore sentinel,2104.0,rankin publications
1355,Wednesday,2014,thessalon,north shore sentinel,thessalon north shore sentinel,1901.0,rankin publications
1356,Wednesday,2015,thessalon,north shore sentinel,thessalon north shore sentinel,1824.0,rankin publications
1357,Wednesday,2016,thessalon,north shore sentinel,thessalon north shore sentinel,1896.0,rankin publications
1358,Wednesday,2017,thessalon,north shore sentinel,thessalon north shore sentinel,1613.0,rankin publications
1359,Wednesday,2018,thessalon,north shore sentinel,thessalon north shore sentinel,1673.0,rankin publications
1360,Wednesday,2019,thessalon,north shore sentinel,thessalon north shore sentinel,1610.0,rankin publications
2347,Saturday,2016,thornhill,the liberal,thornhill the liberal,,metroland media group ltd.
2352,Thursday,2016,thornhill,the liberal,thornhill the liberal,32726.0,metroland media group ltd.
2348,Saturday,2017,thornhill,the liberal,thornhill the liberal,,metroland media group ltd.
2353,Thursday,2017,thornhill,the liberal,thornhill the liberal,,metroland media group ltd.
2499,Wednesday,2013,thorold,thorold niagara news,thorold niagara news,7275.0,sun media corporation
2495,Thursday,2014,thorold,thorold niagara news,thorold niagara news,7300.0,sun media corporation
2496,Thursday,2015,thorold,thorold niagara news,thorold niagara news,7129.0,sun media corporation
2497,Thursday,2016,thorold,thorold niagara news,thorold niagara news,7131.0,sun media corporation
2498,Thursday,2017,thorold,thorold niagara news,thorold niagara news,7215.0,postmedia network inc.
2500,Friday,2013,thunder%20bay,thunder bay source,thunder bay source,43740.0,thunder bay post inc.
2501,Thursday,2014,thunder%20bay,thunder bay source,thunder bay source,43740.0,dougall media
2502,Thursday,2015,thunder%20bay,thunder bay source,thunder bay source,43739.0,dougall media
2503,Thursday,2016,thunder%20bay,thunder bay source,thunder bay source,43740.0,dougall media
2504,Thursday,2017,thunder%20bay,thunder bay source,thunder bay source,43717.0,dougall media
2505,Thursday,2018,thunder%20bay,thunder bay source,thunder bay source,43438.0,dougall media
2506,Thursday,2019,thunder%20bay,thunder bay source,thunder bay source,39903.0,dougall media
2507,Tuesday,2013,tilbury,tilbury times,tilbury times,1123.0,postmedia network inc.
2508,Tuesday,2014,tilbury,tilbury times,tilbury times,1178.0,postmedia network inc.
2509,Tuesday,2015,tilbury,tilbury times,tilbury times,1113.0,postmedia network inc.
2510,Tuesday,2016,tilbury,tilbury times,tilbury times,913.0,postmedia network inc.
2511,Tuesday,2017,tilbury,tilbury times,tilbury times,910.0,postmedia network inc.
2512,Tuesday,2018,tilbury,tilbury times,tilbury times,1078.0,postmedia network inc.
2513,Tuesday,2019,tilbury,tilbury times,tilbury times,833.0,postmedia network inc.
2514,Thursday,2013,tilbury,tilbury wheatley this week,tilbury wheatley this week,9277.0,sun media corporation
2515,Thursday,2014,tilbury,tilbury wheatley this week,tilbury wheatley this week,8400.0,sun media corporation
809,Friday,2013,tillsonburg,independent news,tillsonburg independent news,2145.0,sun media corporation
812,Monday,2013,tillsonburg,independent news,tillsonburg independent news,2044.0,sun media corporation
814,Wednesday,2013,tillsonburg,independent news,tillsonburg independent news,9876.0,sun media corporation
816,Wednesday,2014,tillsonburg,independent news,tillsonburg independent news,9744.0,sun media corporation
818,Wednesday,2015,tillsonburg,independent news,tillsonburg independent news,9594.0,sun media corporation
820,Wednesday,2016,tillsonburg,independent news,tillsonburg independent news,9594.0,sun media corporation
822,Wednesday,2017,tillsonburg,independent news,tillsonburg independent news,9594.0,postmedia network inc.
810,Friday,2018,tillsonburg,independent news,tillsonburg independent news,1173.0,postmedia network inc.
824,Wednesday,2018,tillsonburg,independent news,tillsonburg independent news,9594.0,postmedia network inc.
825,Wednesday,2018,tillsonburg,independent news,tillsonburg independent news,10355.0,postmedia network inc.
811,Friday,2019,tillsonburg,independent news,tillsonburg independent news,,postmedia network inc.
827,Wednesday,2019,tillsonburg,independent news,tillsonburg independent news,9594.0,postmedia network inc.
828,Wednesday,2019,tillsonburg,independent news,tillsonburg independent news,10355.0,postmedia network inc.
1208,Friday,2014,tillsonburg,news,tillsonburg news,2000.0,sun media corporation
1212,Monday,2014,tillsonburg,news,tillsonburg news,2234.0,sun media corporation
1209,Friday,2015,tillsonburg,news,tillsonburg news,1559.0,sun media corporation
1213,Monday,2015,tillsonburg,news,tillsonburg news,,sun media corporation
1210,Friday,2016,tillsonburg,news,tillsonburg news,,sun media corporation
1214,Monday,2016,tillsonburg,news,tillsonburg news,,sun media corporation
1233,Wednesday,2016,tillsonburg,news,tillsonburg news,9594.0,sun media corporation
1211,Friday,2017,tillsonburg,news,tillsonburg news,1173.0,postmedia network inc.
1215,Monday,2017,tillsonburg,news,tillsonburg news,,postmedia network inc.
1234,Wednesday,2017,tillsonburg,news,tillsonburg news,10355.0,postmedia network inc.
1447,Wednesday,2013,timmins,nouvelles les,timmins nouvelles les,7240.0,sun media corporation
1448,Wednesday,2014,timmins,nouvelles les,timmins nouvelles les,,sun media corporation
1449,Wednesday,2015,timmins,nouvelles les,timmins nouvelles les,,sun media corporation
1450,Wednesday,2016,timmins,nouvelles les,timmins nouvelles les,,sun media corporation
1451,Wednesday,2017,timmins,nouvelles les,timmins nouvelles les,,postmedia network inc.
2550,Wednesday,2013,timmins,timmins times,timmins times,16527.0,sun media corporation
2544,Thursday,2014,timmins,timmins times,timmins times,16325.0,sun media corporation
2545,Thursday,2015,timmins,timmins times,timmins times,,sun media corporation
2546,Thursday,2016,timmins,timmins times,timmins times,17900.0,sun media corporation
2547,Thursday,2017,timmins,timmins times,timmins times,17711.0,postmedia network inc.
2548,Thursday,2018,timmins,timmins times,timmins times,,postmedia network inc.
2549,Thursday,2019,timmins,timmins times,timmins times,,postmedia network inc.
251,Tuesday,2013,tobermory,bruce peninsula press,tobermory bruce peninsula press,3080.0,tobermory press inc.
252,Tuesday,2014,tobermory,bruce peninsula press,tobermory bruce peninsula press,,tobermory press inc.
253,Tuesday,2015,tobermory,bruce peninsula press,tobermory bruce peninsula press,3021.0,tobermory press inc.
254,Tuesday,2016,tobermory,bruce peninsula press,tobermory bruce peninsula press,2861.0,tobermory press inc.
255,Tuesday,2017,tobermory,bruce peninsula press,tobermory bruce peninsula press,3096.0,tobermory press inc.
256,Tuesday,2018,tobermory,bruce peninsula press,tobermory bruce peninsula press,,tobermory press inc.
257,Tuesday,2019,tobermory,bruce peninsula press,tobermory bruce peninsula press,,tobermory press inc.
55,Thursday,2013,toronto,annex gleaner,toronto annex gleaner,33500.0,burchell publishing co. ltd.
56,Thursday,2014,toronto,annex gleaner,toronto annex gleaner,25000.0,burchell publishing co. ltd.
57,Thursday,2015,toronto,annex gleaner,toronto annex gleaner,,burchell publishing co. ltd.
58,Thursday,2016,toronto,annex gleaner,toronto annex gleaner,,burchell publishing co. ltd.
59,Thursday,2017,toronto,annex gleaner,toronto annex gleaner,,burchell publishing co. ltd.
60,Thursday,2018,toronto,annex gleaner,toronto annex gleaner,,burchell publishing co. ltd.
61,Thursday,2019,toronto,annex gleaner,toronto annex gleaner,,burchell publishing co. ltd.
121,Monthly,2013,toronto,bayview post,toronto bayview post,24453.0,post city magazines
122,Monthly,2014,toronto,bayview post,toronto bayview post,24474.0,post city magazines
123,Monthly,2015,toronto,bayview post,toronto bayview post,24499.0,post city magazines
124,Monthly,2016,toronto,bayview post,toronto bayview post,,post city magazines
125,Monthly,2017,toronto,bayview post,toronto bayview post,,post city magazines
126,Monthly,2018,toronto,bayview post,toronto bayview post,,post city magazines
127,Monthly,2019,toronto,bayview post,toronto bayview post,23591.0,post city magazines
129,Tuesday,2013,toronto,beach metro community news,toronto beach metro community news,30000.0,ward 9 community news inc.
130,Tuesday,2014,toronto,beach metro community news,toronto beach metro community news,28500.0,ward 9 community news inc.
131,Tuesday,2015,toronto,beach metro community news,toronto beach metro community news,29500.0,ward 9 community news inc.
132,Tuesday,2016,toronto,beach metro community news,toronto beach metro community news,,ward 9 community news inc.
133,Tuesday,2017,toronto,beach metro community news,toronto beach metro community news,,ward 9 community news inc.
134,Tuesday,2018,toronto,beach metro community news,toronto beach metro community news,,ward 9 community news inc.
135,Tuesday,2019,toronto,beach metro community news,toronto beach metro community news,,ward 9 community news inc.
136,Thursday,2013,toronto,beachriverdale mirror,toronto beachriverdale mirror,21529.0,metroland media group ltd.
137,Thursday,2014,toronto,beachriverdale mirror,toronto beachriverdale mirror,21585.0,metroland media group ltd.
138,Thursday,2015,toronto,beachriverdale mirror,toronto beachriverdale mirror,23236.0,metroland media group ltd.
139,Thursday,2016,toronto,beachriverdale mirror,toronto beachriverdale mirror,22249.0,metroland media group ltd.
140,Thursday,2017,toronto,beachriverdale mirror,toronto beachriverdale mirror,,metroland media group ltd.
181,Thursday,2013,toronto,bloor west villager,toronto bloor west villager,33254.0,metroland media group ltd.
182,Thursday,2014,toronto,bloor west villager,toronto bloor west villager,34162.0,metroland media group ltd.
183,Thursday,2015,toronto,bloor west villager,toronto bloor west villager,35523.0,metroland media group ltd.
184,Thursday,2016,toronto,bloor west villager,toronto bloor west villager,34154.0,metroland media group ltd.
185,Thursday,2017,toronto,bloor westparkdale villager,toronto bloor westparkdale villager,40630.0,metroland media group ltd.
186,Thursday,2018,toronto,bloor westparkdale villager,toronto bloor westparkdale villager,,metroland media group ltd.
187,Thursday,2019,toronto,bloor westparkdale villager,toronto bloor westparkdale villager,39861.0,metroland media group ltd.
330,Thursday,2013,toronto,canadian jewish news,toronto canadian jewish news,41083.0,canadian jewish news
331,Thursday,2014,toronto,canadian jewish news,toronto canadian jewish news,33939.0,canadian jewish news
332,Thursday,2015,toronto,canadian jewish news,toronto canadian jewish news,32237.0,canadian jewish news
333,Thursday,2016,toronto,canadian jewish news,toronto canadian jewish news,31304.0,canadian jewish news
334,Thursday,2017,toronto,canadian jewish news,toronto canadian jewish news,31201.0,canadian jewish news
335,Thursday,2018,toronto,canadian jewish news,toronto canadian jewish news,31649.0,canadian jewish news
336,Thursday,2019,toronto,canadian jewish news,toronto canadian jewish news,31875.0,canadian jewish news
378,Thursday,2013,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,47083.0,metroland media group ltd.
379,Thursday,2014,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,46428.0,metroland media group ltd.
380,Thursday,2015,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,50099.0,metroland media group ltd.
381,Thursday,2016,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,48144.0,metroland media group ltd.
382,Thursday,2017,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,,metroland media group ltd.
383,Thursday,2018,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,43000.0,metroland media group ltd.
384,Thursday,2018,toronto,city centre york mirror,toronto city centre york mirror,43000.0,metroland media group ltd.
523,Thursday,2015,toronto,epoch times,toronto epoch times,20000.0,epoch times media inc.
524,Thursday,2016,toronto,epoch times,toronto epoch times,,epoch times media inc.
525,Thursday,2017,toronto,epoch times,toronto epoch times,,epoch times media inc.
526,Thursday,2018,toronto,epoch times,toronto epoch times,50500.0,epoch times media inc.
527,Thursday,2019,toronto,epoch times,toronto epoch times,18000.0,epoch times media inc.
544,Tuesday,2013,toronto,etc...news,toronto etc...news,5000.0,etc...news
574,Tuesday,2013,toronto,express l,toronto express l,22000.0,l'express
575,Tuesday,2014,toronto,express l,toronto express l,,l'express
576,Tuesday,2015,toronto,express l,toronto express l,,l'express
