,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address
2304,7500,Monthly,T,2017,kenora,the holidayer,postmedia network inc.,0,ON,7500,postmedia network inc.,"['kenora ,ON, Canada']"
2305,6100,Thursday,T,2014,petrolia&lambton,the independent,petrolia lambton independent,0,ON,6100,petrolia lambton independent,"['petrolia ,ON, Canada', 'lambton ,ON, Canada']"
2306,6000,Thursday,T,2015,petrolia&lambton,the independent,petrolia lambton independent,0,ON,6000,petrolia lambton independent,"['petrolia ,ON, Canada', 'lambton ,ON, Canada']"
2307,6000,Thursday,T,2016,petrolia&lambton,the independent,petrolia lambton independent,0,ON,6000,petrolia lambton independent,"['petrolia ,ON, Canada', 'lambton ,ON, Canada']"
2308,6000,Thursday,T,2017,petrolia,the independent,heather wright,0,ON,6000,heather wright,"['petrolia ,ON, Canada']"
2309,0,Thursday,T,2018,petrolia,the independent,heather wright,1900,ON,1900,heather wright,"['petrolia ,ON, Canada']"
2310,0,Thursday,T,2019,petrolia,the independent,heather wright,1900,ON,1900,heather wright,"['petrolia ,ON, Canada']"
2311,40000,Thursday,T,2018,bobcaygeon,the kawartha promoter,the kawartha promoter,0,ON,40000,the kawartha promoter,"['bobcaygeon ,ON, Canada']"
2312,40000,Thursday,T,2019,bobcaygeon,the kawartha promoter,the kawartha promoter,0,ON,40000,the kawartha promoter,"['bobcaygeon ,ON, Canada']"
2313,28,Wednesday,T,2013,kincardine,the kincardine independent,london publishing corporation,2366,ON,2394,london publishing corporation,"['kincardine ,ON, Canada']"
2314,37,Wednesday,T,2014,kincardine,the kincardine independent,london publishing corporation,2332,ON,2369,london publishing corporation,"['kincardine ,ON, Canada']"
2315,61,Wednesday,T,2015,kincardine,the kincardine independent,london publishing corporation,2124,ON,2185,london publishing corporation,"['kincardine ,ON, Canada']"
2316,82,Wednesday,T,2016,kincardine,the kincardine independent,london publishing corporation,1906,ON,1988,london publishing corporation,"['kincardine ,ON, Canada']"
2317,92,Wednesday,T,2017,kincardine,the kincardine independent,london publishing corporation,1657,ON,1749,london publishing corporation,"['kincardine ,ON, Canada']"
2318,73,Wednesday,T,2018,kincardine,the kincardine independent,london publishing corporation,1593,ON,1666,london publishing corporation,"['kincardine ,ON, Canada']"
2319,51,Wednesday,T,2019,kincardine,the kincardine independent,london publishing corporation,1449,ON,1500,london publishing corporation,"['kincardine ,ON, Canada']"
2320,5774,Tuesday,B,2017,kincardine,the kincardine news,postmedia network inc.,49,ON,5823,postmedia network inc.,"['kincardine ,ON, Canada']"
2321,34,Tuesday,T,2013,lanark%20highlands&lanark,the lanark era,the new lanark era inc.,1031,ON,1065,the new lanark era inc.,"['lanark highlands ,ON, Canada', 'lanark ,ON, Canada']"
2322,30,Tuesday,T,2014,lanark%20highlands&lanark,the lanark era,the new lanark era inc.,976,ON,1006,the new lanark era inc.,"['lanark highlands ,ON, Canada', 'lanark ,ON, Canada']"
2323,30,Tuesday,T,2015,lanark%20highlands&lanark,the lanark era,the new lanark era inc.,934,ON,964,the new lanark era inc.,"['lanark highlands ,ON, Canada', 'lanark ,ON, Canada']"
2324,29,Tuesday,T,2016,lanark%20highlands&lanark,the lanark era,the new lanark era inc.,949,ON,978,the new lanark era inc.,"['lanark highlands ,ON, Canada', 'lanark ,ON, Canada']"
2325,27,Tuesday,T,2017,lanark%20highlands&lanark,the lanark era,the new lanark era inc.,888,ON,915,the new lanark era inc.,"['lanark highlands ,ON, Canada', 'lanark ,ON, Canada']"
2326,22,Tuesday,T,2018,lanark%20highlands&lanark,the lanark era,the new lanark era inc.,852,ON,874,the new lanark era inc.,"['lanark highlands ,ON, Canada', 'lanark ,ON, Canada']"
2327,16,Tuesday,T,2019,lanark%20highlands&lanark,the lanark era,the new lanark era inc.,872,ON,888,the new lanark era inc.,"['lanark highlands ,ON, Canada', 'lanark ,ON, Canada']"
2328,51,Wednesday,B,2014,morrisburg,the leader,the morrisburg leader ltd.,1854,ON,1905,the morrisburg leader ltd.,"['morrisburg ,ON, Canada']"
2329,54,Wednesday,B,2015,morrisburg,the leader,the morrisburg leader ltd.,1874,ON,1928,the morrisburg leader ltd.,"['morrisburg ,ON, Canada']"
2330,55,Wednesday,B,2016,morrisburg,the leader,the morrisburg leader ltd.,1845,ON,1900,the morrisburg leader ltd.,"['morrisburg ,ON, Canada']"
2331,54,Wednesday,B,2017,morrisburg,the leader,the morrisburg leader ltd.,1774,ON,1828,the morrisburg leader ltd.,"['morrisburg ,ON, Canada']"
2332,48,Wednesday,B,2018,morrisburg,the leader,the morrisburg leader ltd.,1702,ON,1750,the morrisburg leader ltd.,"['morrisburg ,ON, Canada']"
2333,35,Wednesday,B,2019,morrisburg,the leader,the morrisburg leader ltd.,1661,ON,1696,the morrisburg leader ltd.,"['morrisburg ,ON, Canada']"
2334,50991,Saturday,T,2014,richmond%20hill&thornhill,the liberal,metroland media group ltd.,0,ON,50991,metroland media group ltd.,"['richmond hill ,ON, Canada', 'thornhill ,ON, Canada']"
2335,83416,Thursday,B,2014,richmond%20hill&thornhill,the liberal,metroland media group ltd.,0,ON,83416,metroland media group ltd.,"['richmond hill ,ON, Canada', 'thornhill ,ON, Canada']"
2336,83938,Thursday,B,2015,richmond%20hill&thornhill,the liberal,metroland media group ltd.,0,ON,83938,metroland media group ltd.,"['richmond hill ,ON, Canada', 'thornhill ,ON, Canada']"
2337,50991,Saturday,T,2015,richmond%20hill&thornhill,the liberal,metroland media group ltd.,0,ON,50991,metroland media group ltd.,"['richmond hill ,ON, Canada', 'thornhill ,ON, Canada']"
2338,32726,Thursday,B,2016,thornhill,the liberal,metroland media group ltd.,0,ON,32726,metroland media group ltd.,"['thornhill ,ON, Canada']"
2339,50991,Saturday,T,2016,thornhill,the liberal,metroland media group ltd.,0,ON,50991,metroland media group ltd.,"['thornhill ,ON, Canada']"
2340,32726,Thursday,B,2017,thornhill,the liberal,metroland media group ltd.,0,ON,32726,metroland media group ltd.,"['thornhill ,ON, Canada']"
2341,50991,Saturday,T,2017,thornhill,the liberal,metroland media group ltd.,0,ON,50991,metroland media group ltd.,"['thornhill ,ON, Canada']"
2342,32726,Thursday,B,2018,richmond%20hill&thornhill,the liberal,metroland media group ltd.,0,ON,32726,metroland media group ltd.,"['richmond hill ,ON, Canada', 'thornhill ,ON, Canada']"
2343,84406,Thursday,B,2019,richmond%20hill&thornhill,the liberal,metroland media group ltd.,0,ON,84406,metroland media group ltd.,"['richmond hill ,ON, Canada', 'thornhill ,ON, Canada']"
2344,50,Tuesday,B,2013,canada,the lights of homeland,lithuanian can. r. c. cultural soc. inc.,1358,ON,1408,lithuanian can. r. c. cultural soc. inc.,"['canada ,ON, Canada']"
2345,51,Tuesday,B,2014,canada,the lights of homeland,lithuanian can. r. c. cultural soc. inc.,1166,ON,1217,lithuanian can. r. c. cultural soc. inc.,"['canada ,ON, Canada']"
2346,50,Tuesday,B,2015,canada,the lights of homeland,lithuanian can. r. c. cultural soc. inc.,1104,ON,1154,lithuanian can. r. c. cultural soc. inc.,"['canada ,ON, Canada']"
2347,46,Tuesday,B,2016,canada,the lights of homeland,lithuanian can. r. c. cultural soc. inc.,951,ON,997,lithuanian can. r. c. cultural soc. inc.,"['canada ,ON, Canada']"
2348,0,Tuesday,B,2013,lindsay,the lindsay post,sun media corporation,1872,ON,1872,sun media corporation,"['lindsay ,ON, Canada']"
2349,19677,Friday,B,2013,lindsay,the lindsay post,sun media corporation,0,ON,19677,sun media corporation,"['lindsay ,ON, Canada']"
2350,140428,Thursday,T,2013,london,the londoner,sun media corporation,0,ON,140428,sun media corporation,"['london ,ON, Canada']"
2351,140600,Thursday,T,2014,london,the londoner,sun media corporation,0,ON,140600,sun media corporation,"['london ,ON, Canada']"
2352,140615,Thursday,T,2015,london,the londoner,sun media corporation,0,ON,140615,sun media corporation,"['london ,ON, Canada']"
2353,140111,Thursday,T,2016,london,the londoner,sun media corporation,0,ON,140111,postmedia network inc.,"['london ,ON, Canada']"
2354,140111,Thursday,T,2017,london,the londoner,postmedia network inc.,0,ON,140111,postmedia network inc.,"['london ,ON, Canada']"
2355,140111,Thursday,T,2018,london,the londoner,postmedia network inc.,0,ON,140111,postmedia network inc.,"['london ,ON, Canada']"
2356,140111,Thursday,T,2019,london,the londoner,postmedia network inc.,0,ON,140111,postmedia network inc.,"['london ,ON, Canada']"
2357,1500,Thursday,T,2014,meaford,the meaford independent,tmi publications inc.,0,ON,1500,tmi publications inc.,"['meaford ,ON, Canada']"
2358,1500,Thursday,T,2015,meaford,the meaford independent,tmi publications inc.,0,ON,1500,tmi publications inc.,"['meaford ,ON, Canada']"
2359,1500,Thursday,T,2016,meaford,the meaford independent,tmi publications inc.,0,ON,1500,tmi publications inc.,"['meaford ,ON, Canada']"
2360,1500,Thursday,T,2017,meaford,the meaford independent,tmi publications inc.,0,ON,1500,tmi publications inc.,"['meaford ,ON, Canada']"
2361,1500,Thursday,T,2018,meaford,the meaford independent,tmi publications inc.,0,ON,1500,tmi publications inc.,"['meaford ,ON, Canada']"
2362,1500,Thursday,T,2019,meaford,the meaford independent,tmi publications inc.,0,ON,1500,tmi publications inc.,"['meaford ,ON, Canada']"
2363,447,Thursday,T,2014,millbrook,the millbrook times,millbrook times,747,ON,1194,millbrook times,"['millbrook ,ON, Canada']"
2364,848,Thursday,T,2015,millbrook,the millbrook times,millbrook times,623,ON,1471,millbrook times,"['millbrook ,ON, Canada']"
2365,832,Thursday,T,2016,millbrook,the millbrook times,millbrook times,629,ON,1461,millbrook times,"['millbrook ,ON, Canada']"
2366,752,Thursday,T,2017,millbrook,the millbrook times,millbrook times,656,ON,1408,millbrook times,"['millbrook ,ON, Canada']"
2367,752,Thursday,T,2018,millbrook,the millbrook times,millbrook times,656,ON,1408,millbrook times,"['millbrook ,ON, Canada']"
2368,752,Thursday,T,2019,millbrook,the millbrook times,millbrook times,656,ON,1408,millbrook times,"['millbrook ,ON, Canada']"
2369,10093,Tuesday,T,2014,midland&penetanguishene,the mirror,metroland media group ltd.,0,ON,10093,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2370,21456,Thursday,T,2014,midland&penetanguishene,the mirror,metroland media group ltd.,3,ON,21459,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2371,21632,Thursday,T,2015,midland&penetanguishene,the mirror,metroland media group ltd.,4,ON,21636,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2372,10093,Tuesday,T,2015,midland&penetanguishene,the mirror,metroland media group ltd.,0,ON,10093,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2373,21772,Thursday,T,2016,midland&penetanguishene,the mirror,metroland media group ltd.,3,ON,21775,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2374,10093,Tuesday,T,2016,midland&penetanguishene,the mirror,metroland media group ltd.,0,ON,10093,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2375,21821,Thursday,T,2017,midland&penetanguishene,the mirror,metroland media group ltd.,1,ON,21822,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2376,10093,Tuesday,T,2017,midland&penetanguishene,the mirror,metroland media group ltd.,0,ON,10093,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2377,21926,Thursday,T,2018,midland&penetanguishene,the mirror,metroland media group ltd.,0,ON,21926,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2378,10093,Tuesday,T,2018,midland&penetanguishene,the mirror,metroland media group ltd.,0,ON,10093,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2379,21692,Thursday,T,2019,midland&penetanguishene,the mirror,metroland media group ltd.,0,ON,21692,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']"
2380,62000,Monthly,T,2013,newmarket,the month ahead,the month ahead,0,ON,62000,the month ahead,"['newmarket ,ON, Canada']"
2381,62000,Monthly,T,2014,newmarket,the month ahead,the month ahead,0,ON,62000,the month ahead,"['newmarket ,ON, Canada']"
2382,14000,Thursday,T,2013,clarence-rockland,the musketeers journal,,0,ON,14000,,"['clarence-rockland ,ON, Canada']"
2383,14000,Thursday,T,2014,clarence-rockland,the musketeers journal,musketeers journal,0,ON,14000,,"['clarence-rockland ,ON, Canada']"
2384,7740,Thursday,T,2017,niagara%20on%20the%20lake,the niagara advance,postmedia network inc.,19,ON,7759,postmedia network inc.,"['niagara on the lake ,ON, Canada']"
2385,18000,Wednesday,T,2014,oshawa,the oshawa express,dowellman publishing corp,17000,ON,35000,dowellman publishing corp,"['oshawa ,ON, Canada']"
2386,15000,Wednesday,T,2015,oshawa,the oshawa express,dowellman publishing corp,20000,ON,35000,dowellman publishing corp,"['oshawa ,ON, Canada']"
2387,15000,Wednesday,T,2016,oshawa,the oshawa express,dowellman publishing corp,20000,ON,35000,dowellman publishing corp,"['oshawa ,ON, Canada']"
2388,15000,Wednesday,T,2017,oshawa,the oshawa express,dowellman publishing corp,20000,ON,35000,dowellman publishing corp,"['oshawa ,ON, Canada']"
2389,15000,Wednesday,T,2018,oshawa,the oshawa express,dowellman publishing corp,20000,ON,35000,dowellman publishing corp,"['oshawa ,ON, Canada']"
2390,15000,Wednesday,T,2019,oshawa,the oshawa express,dowellman publishing corp,20000,ON,35000,dowellman publishing corp,"['oshawa ,ON, Canada']"
2391,15182,Thursday,B,2013,hanover,the post,sun media corporation,122,ON,15304,sun media corporation,"['hanover ,ON, Canada']"
2392,15387,Thursday,B,2014,hanover,the post,sun media corporation,133,ON,15520,sun media corporation,"['hanover ,ON, Canada']"
2393,15496,Thursday,B,2015,hanover,the post,sun media corporation,108,ON,15604,sun media corporation,"['hanover ,ON, Canada']"
2394,15418,Thursday,B,2016,hanover,the post,sun media corporation,86,ON,15504,postmedia network inc.,"['hanover ,ON, Canada']"
2395,15503,Thursday,B,2017,hanover,the post,postmedia network inc.,85,ON,15588,postmedia network inc.,"['hanover ,ON, Canada']"
2396,15503,Thursday,B,2018,hanover,the post,postmedia network inc.,85,ON,15588,postmedia network inc.,"['hanover ,ON, Canada']"
2397,15503,Thursday,B,2019,hanover,the post,postmedia network inc.,85,ON,15588,postmedia network inc.,"['hanover ,ON, Canada']"
2398,146,Wednesday,B,2013,vankleek%20hill&hawkesbury,the review,ontario inc.,3412,ON,3558,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']"
2399,1819,Wednesday,B,2014,vankleek%20hill&hawkesbury,the review,ontario inc.,3027,ON,4846,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']"
2400,750,Wednesday,B,2015,vankleek%20hill&hawkesbury,the review,ontario inc.,2838,ON,3588,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']"
2401,584,Wednesday,B,2016,vankleek%20hill&hawkesbury,the review,ontario inc.,2815,ON,3399,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']"
2402,722,Wednesday,B,2017,vankleek%20hill&hawkesbury,the review,ontario inc.,2874,ON,3596,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']"
2403,664,Wednesday,B,2018,vankleek%20hill&hawkesbury,the review,ontario inc.,2813,ON,3477,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']"
2404,483,Wednesday,B,2019,vankleek%20hill&hawkesbury,the review,ontario inc.,2421,ON,2904,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']"
2405,21163,Thursday,T,2014,haldimand,the sachem,metroland media group ltd.,80,ON,21243,metroland media group ltd.,"['haldimand ,ON, Canada']"
2406,20973,Thursday,T,2015,haldimand,the sachem,metroland media group ltd.,47,ON,21020,metroland media group ltd.,"['haldimand ,ON, Canada']"
2407,20866,Thursday,T,2016,haldimand,the sachem,metroland media group ltd.,0,ON,20866,metroland media group ltd.,"['haldimand ,ON, Canada']"
2408,21943,Thursday,T,2017,haldimand,the sachem,metroland media group ltd.,0,ON,21943,metroland media group ltd.,"['haldimand ,ON, Canada']"
2409,21943,Thursday,T,2018,haldimand,the sachem,metroland media group ltd.,0,ON,21943,metroland media group ltd.,"['haldimand ,ON, Canada']"
2410,21943,Thursday,T,2019,haldimand,the sachem,metroland media group ltd.,0,ON,21943,metroland media group ltd.,"['haldimand ,ON, Canada']"
2411,1000,Monthly,T,2014,cfb%20north%20bay,the shield/le bouclier,department of national defence,0,ON,1000,department of national defence,"['cfb north bay ,ON, Canada']"
2412,1000,Monthly,T,2015,cfb%20north%20bay,the shield/le bouclier,department of national defence,0,ON,1000,department of national defence,"['cfb north bay ,ON, Canada']"
2413,1000,Monthly,T,2016,cfb%20north%20bay,the shield/le bouclier,department of national defence,0,ON,1000,department of national defence,"['cfb north bay ,ON, Canada']"
2414,1000,Monthly,T,2017,cfb%20north%20bay,the shield/le bouclier,department of national defence,0,ON,1000,department of national defence,"['cfb north bay ,ON, Canada']"
2415,1000,12-times per year,T,2018,cfb%20north%20bay,the shield/le bouclier,department of national defence,0,ON,1000,department of national defence,"['cfb north bay ,ON, Canada']"
